rec_id,species,continent_of_origin,country_of_origin,harvest_year,expiration,variety,color,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,quakers,category_one_defects,category_two_defects
205,Arabica,North America,United States,2012.0,12/11/13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,0,1,1
206,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0,1
207,Arabica,North America,Mexico,2012.0,04/09/13,Bourbon,Green,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0,0
208,Arabica,North America,Mexico,2012.0,04/02/13,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0,4
210,Arabica,North America,Guatemala,2017.0,06/01/18,Bourbon,Green,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0,1
211,Arabica,South America,Colombia,2016.0,08/19/17,Caturra,Green,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0,2
212,Arabica,North America,Costa Rica,2016.0,08/19/17,Caturra,Bluish-Green,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0,2
213,Arabica,North America,Guatemala,2016.0,06/23/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0,6
214,Arabica,North America,Guatemala,2016.0,06/01/17,Caturra,Green,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,1,0,10
217,Arabica,North America,Nicaragua,2015.0,08/02/16,Caturra,Bluish-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,0.12,0,0,0
218,Arabica,South America,Brazil,2015.0,04/23/16,Catuai,Yellow,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,0.0,0,0,16
219,Arabica,North America,Costa Rica,2014.0,04/09/16,Caturra,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0,0
222,Arabica,South America,Colombia,2014.0,10/15/15,Other,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0,4
223,Arabica,North America,Guatemala,2013.0,07/16/15,Other,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0
224,Arabica,Africa,Kenya,2013.0,11/07/14,SL28,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0,0
225,Arabica,South America,Brazil,2012.0,05/20/14,Mundo Novo,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,0.11,0,0,3
226,Arabica,North America,Guatemala,2013.0,05/09/14,Bourbon,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0,4
228,Arabica,South America,Colombia,2012.0,10/19/13,Caturra,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0,2
229,Arabica,North America,Guatemala,2012.0,03/26/13,Catuai,Bluish-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0,2
231,Arabica,Asia,Indonesia,2017.0,05/24/18,Mandheling,Bluish-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0,0
232,Arabica,South America,Colombia,2017.0,11/09/18,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,3,1,3
235,Arabica,South America,Colombia,2014.0,11/05/15,Caturra,Yellow,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0,2
236,Arabica,North America,Guatemala,2014.0,06/16/15,Bourbon,Bluish-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0,10
237,Arabica,North America,United States,2012.0,01/24/14,Hawaiian Kona,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,0,1,9
238,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,1,10
239,Arabica,Africa,Ethiopia,2012.0,08/17/13,Other,Yellow,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0,15
240,Arabica,North America,Costa Rica,2017.0,01/11/19,Other,Yellow,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,2,1,13
241,Arabica,Africa,Ethiopia,2017.0,06/05/18,Gesha,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,11,3,1
242,Arabica,North America,Honduras,2017.0,05/11/18,Caturra,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0,5
243,Arabica,North America,Guatemala,2015.0,06/09/16,Caturra,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0,7
244,Arabica,South America,Colombia,2014.0,12/18/15,Other,Green,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,0.11,0,2,7
245,Arabica,North America,Guatemala,2014.0,08/08/15,Bourbon,Green,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0,1
246,Arabica,North America,Guatemala,2014.0,06/27/15,Bourbon,Green,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0,0
247,Arabica,South America,Colombia,2014.0,05/27/15,Other,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0
249,Arabica,South America,Colombia,2014.0,04/08/15,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,0.12,0,0,3
250,Arabica,Africa,Ethiopia,2013.0,01/17/15,Other,Green,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,0.09,0,4,40
251,Arabica,South America,Brazil,2013.0,01/02/15,Yellow Bourbon,Green,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,0.1,0,0,0
252,Arabica,South America,Colombia,2013.0,06/21/14,Caturra,Green,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0,1
253,Arabica,Africa,Kenya,2012.0,03/08/14,SL34,Green,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,0.0,0,0,2
254,Arabica,Asia,Thailand,2012.0,06/21/13,Other,Green,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,0.12,0,0,0
255,Arabica,Africa,Kenya,2012.0,05/31/13,SL28,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,0.0,0,0,0
257,Arabica,Asia,Thailand,2011.0,08/15/12,Other,Green,Other,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.06,0,0,0
258,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,0.0,0,0,3
259,Arabica,North America,Mexico,2017.0,07/03/18,Mundo Novo,Green,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0,5
260,Arabica,Asia,Thailand,2015.0,10/18/17,Catimor,Bluish-Green,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,0,1
261,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Green,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,0.11,2,0,7
263,Arabica,South America,Colombia,2016.0,02/10/17,Other,Green,Other,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,1,2
264,Arabica,South America,Colombia,2016.0,01/20/17,Other,Yellow,Other,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,0.0,3,1,5
265,Arabica,Asia,Taiwan,2014.0,11/06/16,Other,Blue-Green,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0,0
267,Arabica,South America,Colombia,2014.0,03/11/16,Other,Yellow,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,0.0,0,1,1
268,Arabica,South America,Colombia,2014.0,12/12/15,Caturra,Green,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,0.0,0,0,1
269,Arabica,Asia,Taiwan,2014.0,11/23/15,Typica,Green,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,0.06,0,0,0
271,Arabica,North America,Mexico,2012.0,07/03/13,Typica,Blue-Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.12,0,10,32
274,Arabica,South America,Colombia,2017.0,06/30/18,Caturra,Green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,1,6
275,Arabica,South America,Colombia,2016.0,03/14/18,Caturra,Green,Other,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.0,2,1,0
276,Arabica,North America,Costa Rica,2015.0,06/06/17,Caturra,Blue-Green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,0.0,0,0,0
278,Arabica,Asia,Taiwan,2016.0,02/22/17,Other,Green,Other,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0,0
279,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0
280,Arabica,Asia,Taiwan,2014.0,04/29/16,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,0.0,0,0,1
281,Arabica,Africa,Ethiopia,2014.0,03/30/16,Other,Green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,0,4
282,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,Green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,0.0,0,0,1
283,Arabica,North America,Costa Rica,2013.0,06/09/15,Catuai,Green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,3
284,Arabica,North America,Guatemala,2014.0,05/22/15,Bourbon,Green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1
285,Arabica,South America,Brazil,2013.0,12/26/14,Yellow Bourbon,Green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,0.1,0,0,0
286,Arabica,South America,Ecuador,2013.0,10/04/14,Other,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,0.09,0,0,0
287,Arabica,South America,Colombia,2013.0,09/03/14,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,0.11,0,0,1
288,Arabica,North America,Guatemala,2013.0,04/26/14,Bourbon,Green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,0.11,0,0,3
291,Arabica,South America,Brazil,2011.0,12/20/12,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,3
292,Arabica,Asia,Thailand,2011.0,09/19/12,Other,Yellow,Other,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,0.02,0,0,2
297,Arabica,South America,Colombia,2017.0,09/28/18,Caturra,Green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1
298,Arabica,Asia,Taiwan,2016.0,06/06/18,Typica,Green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,0.0,0,0,0
301,Arabica,South America,Colombia,2015.0,11/26/16,Caturra,Green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,0.0,0,0,0
303,Arabica,North America,United States,2013.0,06/09/15,Other,Green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,0.12,0,0,1
304,Arabica,South America,Colombia,2014.0,02/05/15,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,0.0,0,0,5
305,Arabica,South America,Colombia,2014.0,01/24/15,Other,Green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,0.0,0,0,3
306,Arabica,South America,Colombia,2013.0,11/22/14,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,1
307,Arabica,South America,Colombia,2013.0,08/27/14,Caturra,Green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,0.11,0,0,3
308,Arabica,North America,United States,2013.0,05/02/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,0.0,0,0,0
309,Arabica,North America,Mexico,2012.0,09/27/13,Caturra,Yellow,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.13,0,5,5
310,Arabica,North America,Guatemala,2012.0,05/24/13,Caturra,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,0.11,0,0,1
311,Arabica,South America,Colombia,2011.0,04/19/12,Other,Yellow,Other,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,0.1,0,0,1
312,Arabica,South America,Colombia,2010.0,02/09/12,Other,Yellow,Other,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,0.06,0,0,1
313,Arabica,North America,United States,2014.0,06/29/11,Other,Green,Other,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,0.0,0,0,0
315,Arabica,Africa,Kenya,2017.0,09/01/18,SL28,Bluish-Green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,0.11,0,0,0
317,Arabica,North America,Nicaragua,2016.0,05/11/18,Caturra,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,0.1,0,0,3
320,Arabica,North America,Costa Rica,2014.0,03/14/17,Other,Blue-Green,Other,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,0.11,0,0,1
321,Arabica,Asia,Thailand,2014.0,06/08/16,Other,Bluish-Green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,0.12,0,0,0
322,Arabica,South America,Colombia,2014.0,11/21/15,Caturra,Yellow,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0,4
323,Arabica,North America,Guatemala,2014.0,02/27/15,Bourbon,Green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,0.1,0,0,0
324,Arabica,South America,Colombia,2013.0,10/29/14,Caturra,Green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.0,0,0,3
325,Arabica,South America,Colombia,2013.0,08/16/14,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,0.0,0,0,1
326,Arabica,North America,Guatemala,2013.0,05/30/14,Bourbon,Green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,0.12,0,1,3
328,Arabica,South America,Colombia,2012.0,11/22/13,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,0.11,0,0,1
329,Arabica,North America,Guatemala,2012.0,08/23/13,Caturra,Green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,0.11,0,0,1
330,Arabica,North America,Guatemala,2012.0,07/09/13,Bourbon,Green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,0.11,0,0,13
332,Arabica,Asia,Indonesia,2012.0,05/23/13,Typica,Green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,0.12,0,0,0
333,Arabica,North America,Guatemala,2012.0,04/30/13,Caturra,Green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,0.1,0,0,0
334,Arabica,North America,United States,2014.0,04/20/12,Other,Green,Other,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,0.0,0,0,0
336,Arabica,North America,Guatemala,2016.0,07/05/17,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.11,1,0,0
337,Arabica,South America,Colombia,2016.0,04/15/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,0.11,0,0,4
340,Arabica,North America,Mexico,2014.0,05/11/16,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,0.12,0,1,13
342,Arabica,Africa,Uganda,2013.0,06/27/15,SL14,Green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,0.12,0,0,5
343,Arabica,South America,Colombia,2014.0,06/24/15,Caturra,Green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,0
344,Arabica,South America,Colombia,2014.0,03/13/15,Caturra,Green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,1
345,Arabica,South America,Colombia,2014.0,03/21/15,Caturra,Green,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0
347,Arabica,South America,Colombia,2012.0,08/31/13,Caturra,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,0.11,0,0,3
349,Arabica,South America,Colombia,2012.0,04/02/13,Caturra,Green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,0.11,0,0,4
350,Arabica,South America,Brazil,2012.0,01/22/13,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,0.12,0,0,2
352,Arabica,Asia,Taiwan,2016.0,02/13/18,Other,Blue-Green,Other,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,0.11,0,0,0
354,Arabica,South America,Colombia,2016.0,04/07/17,Caturra,Green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,0.0,0,0,0
355,Arabica,North America,Guatemala,2016.0,03/16/17,Bourbon,Bluish-Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,0.1,2,0,5
357,Arabica,Africa,Tanzania,2015.0,11/15/16,Ruiru 11,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,0.13,0,0,21
358,Arabica,Asia,Indonesia,2015.0,09/13/16,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,0.13,0,0,8
361,Arabica,South America,Colombia,2014.0,01/22/16,Caturra,Green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,0.11,0,0,0
362,Arabica,North America,Guatemala,2013.0,12/18/15,Caturra,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,0.1,0,0,0
363,Arabica,South America,Colombia,2014.0,08/11/15,Caturra,Brown,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,0.0,0,2,0
364,Arabica,North America,Honduras,2014.0,04/08/15,Caturra,Green,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,0.1,0,0,3
365,Arabica,South America,Colombia,2013.0,04/26/14,Caturra,Green,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,0.0,0,1,1
366,Arabica,South America,Colombia,2013.0,05/24/14,Caturra,Green,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.11,0,0,2
367,Arabica,North America,Mexico,2012.0,08/31/13,Bourbon,Green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.13,0,0,14
368,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,0.11,0,0,12
371,Arabica,South America,Colombia,2012.0,02/08/13,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0,0
372,Arabica,North America,Guatemala,2012.0,01/31/13,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,0.0,0,3,12
373,Arabica,North America,United States,2014.0,03/07/12,Other,Green,Other,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,0.01,0,0,0
374,Arabica,Asia,Indonesia,2010.0,11/29/11,Other,Green,Other,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,0.0,0,0,0
376,Arabica,North America,Guatemala,2017.0,08/23/18,Bourbon,Green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3
377,Arabica,South America,Colombia,2016.0,05/10/18,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,0.11,0,0,2
378,Arabica,North America,Costa Rica,2016.0,02/17/18,Caturra,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,0.09,0,0,4
379,Arabica,Asia,Taiwan,2015.0,02/13/18,Other,Blue-Green,Other,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,0.11,0,0,0
380,Arabica,Africa,Uganda,2015.0,07/21/17,SL14,Green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,0.11,0,0,1
382,Arabica,North America,El Salvador,2016.0,04/25/17,Bourbon,Green,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,0.11,0,0,0
384,Arabica,South America,Brazil,2014.0,01/15/16,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,0.12,0,0,6
387,Arabica,North America,Guatemala,2013.0,08/21/15,Bourbon,Green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,0.1,0,0,1
388,Arabica,North America,Guatemala,2014.0,02/18/15,Caturra,Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,0.1,0,0,2
389,Arabica,North America,Guatemala,2013.0,07/16/14,Bourbon,Green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0
391,Arabica,South America,Colombia,2012.0,06/26/13,Caturra,Green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,0.11,0,0,2
392,Arabica,South America,Colombia,2014.0,02/01/12,Other,Yellow,Other,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,0.1,0,1,3
394,Arabica,Asia,Thailand,2014.0,04/13/11,Peaberry,Green,Other,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,0.11,0,0,0
395,Arabica,North America,Mexico,2014.0,05/26/11,Other,Yellow,Other,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,0.09,0,2,4
396,Arabica,South America,Colombia,2016.0,11/08/17,Caturra,Green,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,0.0,1,0,0
397,Arabica,South America,Colombia,2016.0,06/15/17,Caturra,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,0.0,0,0,0
398,Arabica,South America,Colombia,2016.0,05/05/17,Caturra,Green,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,0.0,0,1,2
399,Arabica,South America,Brazil,2015.0,10/11/16,Catuai,Green,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,0.1,0,1,5
400,Arabica,North America,Mexico,2014.0,07/13/16,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,2
403,Arabica,North America,Mexico,2013.0,07/15/15,Other,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,0
404,Arabica,North America,Costa Rica,2014.0,04/07/15,Caturra,Green,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,0.12,0,0,3
405,Arabica,North America,United States,2014.0,02/25/15,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,0.11,0,0,1
406,Arabica,North America,Costa Rica,2013.0,02/14/15,Catuai,Green,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,0.11,0,0,3
407,Arabica,South America,Peru,2013.0,01/21/15,Other,Green,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,0.12,0,0,5
408,Arabica,North America,Haiti,2012.0,10/03/14,Typica,Green,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,0.11,0,0,4
412,Arabica,Africa,Burundi,2012.0,08/29/13,Bourbon,Yellow,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,0.0,0,0,5
413,Arabica,South America,Colombia,2012.0,05/30/13,Caturra,Green,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,0.0,0,0,1
414,Arabica,North America,United States,2014.0,09/19/12,Other,Green,Other,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,0.01,0,0,0
416,Arabica,North America,Mexico,2017.0,03/07/18,Typica,Blue-Green,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0
418,Arabica,North America,Costa Rica,2015.0,09/20/17,Other,Green,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,0.11,0,0,0
